Column1,Column2,Column1_emo,Column2_emo
길에서 번호 따였어,길에서 번호 따는 건 위험해요.,angry,sadness
길에서 전번 물어보면 줘도 되나,물어보는게 좋을 것 같아요.,sadness,neutral
길에서 헌팅 당했어,조심하세요.,sadness,neutral
길은 멀고 해는 진다,길은 항상 멀죠.,sadness,neutral
길이 미끄러워서 미끄러질뻔했어,조심하세요.,neutral,neutral
길이 안보여,조심하세요.,fear,neutral
길이 얼어서 미끄러질뻔했어,조심하세요.,neutral,neutral
길이 얼었어,얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼,neutral,fear
김떡순 먹고 싶어.,맛있게 드세요.,neutral,neutral
김치도 없네,맛있게 드세요.,sadness,neutral
김치볶음밥 먹어야지,맛있게 드세요.,neutral,neutral
김치볶음밥이나 만들어 먹어야지,맛있게 드세요.,neutral,neutral
김치찌개 먹고 싶어,맛있게 드세요.,neutral,neutral
까아 오빠들 컴백한다,축하해요.,neutral,neutral
깜깜한데 전기 안들어오네,전기라도 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼,sadness,fear
깡 마른 거 같아,잘생긴 건 아니에요.,sadness,sadness
꼴 사나워질 것 같은데,잘할 수 있을 거예요.,disgust,neutral
꽃 받고 싶다,꽃보다 할배들 보고 싶어요.,neutral,neutral
꽃 사고 싶어,꽃보다 할배들 보고 싶어요.,sadness,neutral
꽃 살까?,꽃보다 할배들 꽃보다 할배들 꽃보다 할배들 꽃보다 할배들 꽃,neutral,neutral
꽃 선물 좋아할까,직접 사오는 게 좋겠죠.,neutral,neutral
꽃 선물해 볼까,직접 사오는 게 좋겠어요.,neutral,neutral
꽃 예쁘게 말렸어,예쁘게 잘 키워보세요.,neutral,neutral
꽃게탕 맛있다.,맛있게 드세요.,neutral,neutral
꽃게탕 진짜 밥도둑,맛있게 드세요.,fear,neutral
꽃꽂이 배우는 중,꽃꽂이 하는 재미에 푹 빠졌나봐요.,neutral,neutral
꽃꽂이 배우니까 좋다,꽃꽂이 하면 더 좋죠.,happiness,neutral
꽃놀이 가고 싶어,저도 가고 싶어요.,neutral,sadness
꽃다발 말려봐야지,꽃다발은 꽃의 향기가 아니에요.,neutral,neutral
꽃다발 말리면 에쁘겠지.,꽃다발은 항상 좋죠.,neutral,neutral
꽃다발 받았어,축하해요.,neutral,neutral
꽃다발 샀어,축하해요.,neutral,neutral
꽃다발 선물 괜찮지?,직접 주는 게 좋겠죠.,neutral,neutral
꽃다발 선물 받았어,고마워요.,neutral,neutral
꽃다발 선물 어때?,직접 주는 게 좋겠죠.,neutral,neutral
꽃다발 준비했어,꽃다발은 항상 좋죠.,neutral,neutral
꽃바구니 선물이랑 과일 바구니 선물 뭐가 좋아?,직접 주는 게 좋죠.,neutral,neutral
꽃바구니가 좋을까 과일바구니까 좋을까,꽃바구니가 좋겠네요.,neutral,neutral
꽃선물 받고 어,좋은 선물이네요.,neutral,neutral
꿀잼,저도요.,sadness,neutral
꿈은 많은데,현실의 벽에 부딪혔나봐요.,fear,sadness
꿈이 너무 많아,현실의 벽에 부딪혔나봐요.,fear,sadness
꿈이 너무 무서웠어,꿈을 꾸고 있으면 꿈이 현실이 될 거예요.,fear,neutral
꿈이 다양해,저도요.,neutral,neutral
꿈이 두 개야,하나씩 하나씩 하나씩 하나씩 하나씩 하나씩 해보세요.,sadness,neutral
꿈이 없어,꿈을 꾸세요.,sadness,sadness
꿈이 이루어질까?,현실의 벽에 부딪혔나봐요.,fear,sadness
꿈이 자꾸 바뀌어,꿈이 자꾸 바뀌면 안 돼요.,sadness,sadness
꿈이 현실이었으면,현실의 벽에 부딪혔나봐요.,neutral,sadness
끝나니까 허무하다,이제 그만 쉬세요.,sadness,sadness
끝나면 좋을 줄 알았는데.,좋은 소식이네요.,sadness,neutral
낌새가 이상하더니 딱 걸렸어,이상하게 생각했나봐요.,sadness,neutral
낌새가 있더니 딱 걸렸어,조심하세요.,sadness,neutral
나 감정쓰레기통이었나봐,쓰레기통에서 나온 건 아닌지 확인해보세요.,sadness,neutral
나 갖고 장난친건가,후회하지 않을 자신이 있다면 연락해보세요.,angry,neutral
나 같은 사람은 동물 키우면 안되겠지,동물은 동물보다 더 힘들어요.,angry,sadness
나 같이 예쁜 애를 왜 갈구지,짝사랑이 아니길 바라요.,angry,neutral
나 거짓말 못하겠어,거짓말은 용서할 수 없어요.,sadness,sadness
나 결정 잘 한거지?,잘한 결정이에요.,neutral,sadness
나 결정했어,잘 될 거예요.,neutral,neutral
나 괜찮지 않니,괜찮아질 거예요.,neutral,neutral
나 교직이수할 수 있을까?,학점 관리도 필요해요.,neutral,neutral
나 그동안 뭐한거니,후회하지 않을 자신이 있다면 연락해보세요.,neutral,neutral
나 그지임,그지임도 잘 알아차리지 못하겠어요.,angry,neutral
나 내일 기숙사 가야돼,일찍 주무세요.,neutral,neutral
나 내장비만이래,내장비만 있으면 돼요.,sadness,neutral
나 너무 못 생겼어,외모는 중요하지 않아요.,sadness,neutral
나 너무 소심해,소심한 만큼 더 소심한 사람이에요.,angry,neutral
나 노트북 사줘,노트북 사주세요.,neutral,neutral
나 놀려먹기 쉬운가?,놀아주기 쉬운 사람이 좋아요.,neutral,sadness
나 누구게?,저는 친구예요.,neutral,neutral
나 누락됐나봐,잘 찾아보세요.,sadness,sadness
나 다른 거 할까,다른 걸 해보세요.,neutral,neutral
나 대충한 거 아닌데,잘하고 있어요.,sadness,sadness
나 뒷담화하는 애 어떻게 할까?,뒷담화는 상대방을 헷갈리게 해요.,neutral,neutral
나 뒷담화하는 애 있다는데 어떻게 하지?,뒷담화는 상대방을 헷갈리게 해요.,angry,neutral
나 많이 기대했는데,기대하지 마세요.,sadness,neutral
나 말 실수한 거 같아.,실수라고 생각해요.,neutral,neutral
나 맨날 속는 거 같아,속는 게 더 힘들어요.,angry,sadness
나 머리 나쁜 듯,머리 감는 게 좋겠어요.,sadness,neutral
나 머리가 나뿐 것 같아,머리 감는 게 좋겠어요.,sadness,neutral
나 먼저 잘게,잘 자요.,sadness,neutral
나 모르는게 왜 이렇게 많지,모르는 게 더 많죠.,sadness,neutral
나 몰래 사귀는 거 같애,사귀고 나서도 연락해보세요.,angry,neutral
나 무시 당한 거 같아,무시당하지 않았으면 좋겠어요.,angry,sadness
나 무시하는 거 같아,무시하지 마세요.,sadness,neutral
나 무시하는 사람 어떻게 해?,무시하지 마세요.,angry,neutral
나 무시하는 사람 짜증나,무시하지 마세요.,angry,neutral
나 문제가 많은거 같아,해결책은 해결사밖에 없어요.,sadness,sadness
나 뭐하는 거지,뭐든 잘하고 있어요.,angry,sadness
나 미팅한다!,좋은 소식이네요.,neutral,neutral
나 바뀌고 싶어,새로운 도전이 필요해요.,sadness,sadness
나 바본인가 봄,바보는 바보가 아니에요.,sadness,neutral
나 백수야,백수라고 생각하세요.,neutral,neutral
나 버림 받은 거 같아,버림 받은 만큼 더 힘들 거예요.,angry,sadness
나 보이스피싱 당한 거 같은데 어떡해?,신고하세요.,sadness,neutral
나 비만이야,비만은 건강에 해롭죠.,neutral,sadness
나 사랑하니?,사랑하니까요.,neutral,neutral
나 상 받는대!,축하해요!,angry,neutral
나 새 옷 샀다,좋은 옷이네요.,sadness,neutral
나 서류에서 광탈했어,후회하지 않을 자신이 있다면 연락해보세요.,sadness,neutral
나 소개팅한다!,소개팅은 항상 좋은 것 같아요.,neutral,neutral
나 속은 거 같아,속은 거 같아요.,angry,neutral
나 속은듯,속은듯 속은듯 속은듯 속은듯 속은듯 속은듯 속은듯,disgust,disgust
나 수학여행 간다,좋은 추억 만드세요.,neutral,neutral
나 스마트폰 중독인가봐,중독이 아니길 바라요.,sadness,neutral
나 승진했어,축하해요.,happiness,neutral
나 실수한건가,실수라고 생각해요.,sadness,neutral
나 실수했나,실수하지 마세요.,sadness,neutral
나 아재인가,저도 궁금해요.,sadness,neutral
나 아직 어른 아닌 거 같아,어른이 되려고 하는 과정일 거예요.,sadness,sadness
나 아직도 애 같아.,애가 더 많죠.,neutral,sadness
나 어때?,제가 더 잘할 수 있을 거예요.,neutral,sadness
나 여기서 뭐하는 거지,뭐든 잘하고 있어요.,angry,sadness
나 연기 너무 못해 거짓말 못하겠어,거짓말은 안해도 돼요.,angry,angry
나 열심히 할거야,잘할 수 있을 거예요.,neutral,neutral
나 오늘 개불쌍,개불쌍한 사람.,sadness,sadness
나 오늘 따라 잘생겨 보이네,저도 잘생겼어요.,neutral,sadness
나 오늘 상 받았지롱,축하해요.,sadness,neutral
나 완전 계탔어!,축하해요!,neutral,neutral
나 왕따야,왕따는 나쁜 거예요.,neutral,angry
나 왕따인거 같아,왕따는 나쁜 거예요.,angry,angry
나 왜 멍청해,멍청한 사람이네요.,sadness,angry
나 왜 이러지?,이유를 모르겠어요.,neutral,sadness
나 왜케 못 생겼지,외모는 중요하지 않아요.,sadness,neutral
나 요즘 정신 놓고 살고 있는 거 같아,정신 차리세요.,angry,neutral
나 욕 먹는 거 같아,욕을 해보세요.,angry,sadness
나 웃겨 봐,웃겨도 돼요.,happiness,neutral
나 은근 무시하는 애 있어,은근 무시해보세요.,angry,neutral
나 이상한가,이상한 사람이네요.,sadness,neutral
나 이상해?,이상하다고 생각되면 이상하다고 말해보세요.,neutral,angry
나 이제 졸업해,졸업 축하드려요.,sadness,neutral
나 인정받고 싶어,인정받고 싶은 마음이 굴뚝같네요.,angry,sadness
나 잘 살 수 있겠지,잘 살 수 있을 거예요.,sadness,neutral
나 잘생겼지?,외모는 중요하지 않아요.,sadness,neutral
나 잘하고 있는 건지 모르겠어,잘하고 있어요.,sadness,sadness
나 잘하고 있는 걸까?,잘하고 있어요.,sadness,sadness
나 잘하는 게 없어,잘하는 게 뭔지 생각해보세요.,sadness,neutral
나 잘하는게 없는거같아,잘하는 게 뭔지 생각해보세요.,sadness,neutral
나 잘할 수 있을까,잘할 수 있을 거예요.,sadness,neutral
나 점점 괴물이 되고 있어,괴물이 되어가는 걸까요.,sadness,sadness
나 정신차리게 말해줘,정신 차리세요.,neutral,neutral
나 좀 건들지 마,건들지 마세요.,angry,neutral
나 좀 건들지 말라고 해,건들지 마세요.,angry,neutral
나 좀 내버려 두면 좋겠어,내버려두는 건 어떨까요.,sadness,sadness
나 좀 내버려 뒀으면,잘 버텨낼 수 있을 거예요.,sadness,sadness
나 좀 안 건들였으면 좋겠어,잘 되길 바랄게요.,sadness,sadness
나 좀 좋아해줬으면,좋아한다고 말해보세요.,neutral,neutral
나 좀 칭찬해줘,칭찬은 항상 따라오는 거예요.,sadness,angry
나 좋아하게 만들고 싶다,사랑에는 끝이 없어요.,sadness,sadness
나 좋아하는 것 같아,저도 좋아해요.,sadness,neutral
나 좋아해주는 사람 있겠지?,좋은 사람 만날 거예요.,neutral,neutral
나 주름살 있나?,나이 들면 주름살이 생기죠.,neutral,neutral
나 죽을 뻔함,죽을 뻔 했네요.,disgust,neutral
나 짤릴 거 같아,잘할 수 있을 거예요.,sadness,neutral
나 쫌 불쌍한 거 같아,나만 불쌍한 게 아니에요.,sadness,sadness
나 챙겨줄 사람이 필요해,제가 있어요.,sadness,neutral
나 천재 같아,천재라고 생각해요.,neutral,neutral
나 천재임,천재라고 생각해요.,angry,neutral
나 축구는 진짜 잘해,축구는 정말 잘해요.,sadness,neutral
나 친구들한테 인정받고 싶어,인정받고 싶은 마음이 굴뚝같네요.,angry,sadness
나 폭식증인듯,식단조절도 중요해요.,angry,neutral
나 폰 중독인 거 같애,중독이 심한가봐요.,angry,sadness
나 폰겜 너무 많이해,많이 쓰세요.,sadness,neutral
나 폰겜했더니 몇 시간 갔어,많이 힘들었나봐요.,angry,sadness
나 할 수 있어,할 수 있어요.,neutral,neutral
나 함부로 말하는 거 고치고 싶어,고치고 싶은 마음이 있으면 고치고 싶은 마음이 있을 거예요.,angry,neutral
나 혼자 야근해,혼자서도 잘 수 있어요.,sadness,sadness
나 혼자 여행 왔는데 괜찮네,혼자 여행이 좋죠.,neutral,neutral
나 혼자서 축구 본다,혼자서도 잘 수 있어요.,sadness,sadness
나 화장을 너무 못해,화장하는 게 더 힘들어요.,angry,sadness
나 화장이 잘 안돼,화장하는 게 더 힘들어요.,sadness,sadness
나 회사에서 인정받고 싶어,회사에서도 인정받고 싶은 마음이 있을 거예요.,angry,neutral
나가기도 귀찮아,나가기도 귀찮아지면 안돼요.,angry,neutral
나는 그냥저냥 사는 거 같아,사는 게 재미있어요.,angry,neutral
나는 기분 나쁜데 농담이라고 계속해,기분 나쁘게 말해도 돼요.,angry,angry
나는 나약한 존재,자신을 사랑해주세요.,sadness,neutral
나는 누구인가,저는 당신의 친구예요.,neutral,neutral
나는 모자란 사람인 거 같아,모자란 사람인가봐요.,angry,neutral
나는 뭐든 할 수 있다.,할 수 있어요.,neutral,neutral
나는 뭘 잘할까,잘할 수 있을 거예요.,neutral,neutral
나는 왜 이 모양일까,이유를 모르겠어요.,neutral,sadness
나는 왜 이렇게 태어났을까?,사랑했던 사람 때문이에요.,sadness,angry
나는 왜 태어났을까,사랑했던 사람 때문이에요.,sadness,angry
나는 잘 할줄 아는 게 없는 것 같아,잘할 수 있을 거예요.,sadness,neutral
나는 좋아하는 게 뭘까,좋아하는 게 뭔지 생각해보세요.,neutral,neutral
나는 좋은데 ….,좋은 사람 만나세요.,sadness,neutral
나는 친구가 없어,친구는 없어요.,sadness,neutral
나는 친구라고 믿었는데,친구는 믿기 힘들어요.,sadness,sadness
나도 괜찮은 사람인데,좋은 사람 만나세요.,neutral,neutral
나도 대우 받고 싶다고,대우는 항상 좋죠.,angry,neutral
나도 비키니 입고 싶다,비키니 입기 좋은 계절이네요.,disgust,disgust
나도 상 받고 싶다,축하해요.,sadness,neutral
나도 약초 캐볼까?,약초 캐보세요.,neutral,neutral
나도 월급 필요해,월급이 얼마인지 확인해보세요.,sadness,neutral
나도 위로 받고 싶다,위로가 될 거예요.,sadness,sadness
나도 이벤트가 되다니!,저도 이벤트를 해보세요.,neutral,neutral
나도 이제 아재인가,저도 이제 아재인가봐요.,sadness,neutral
나도 중국 진출해볼까?,좋은 생각이에요.,neutral,neutral
나도 집 사고 싶어,집 사세요.,sadness,neutral
나도 커플룩 입고 싶다,커플룩은 커플룩이 아니에요.,neutral,neutral
나두 잘할거야,잘할 수 있을 거예요.,sadness,neutral
나들이를 가볼까,좋은 생각이에요.,neutral,neutral
나란 놈,사랑했던 사람.,angry,neutral
나랑 놀아줘,놀아줘요.,neutral,neutral
나랑 놀자,놀아주세요.,neutral,neutral
나랑 상관 없는 이야기들,신경쓰지 마세요.,angry,neutral
나랑 있는게 힘들었나봐,힘들 때 옆에 있어주고 싶었겠죠.,sadness,neutral
